;age;marital;housing;loan;contact;month;day_of_week;duration;campaign;previous;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;job_admin.;job_blue-collar;job_management;job_other;job_services;job_technician;education_basic.9y;education_high.school;education_other;education_professional.course;education_university.degree
2941;36;0;0;0;1;5;3;229.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2942;56;2;1;0;1;5;3;286.0;9;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2943;28;1;1;0;1;5;3;242.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2944;43;0;0;1;1;5;3;335.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2945;30;0;0;0;1;5;3;140.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2946;33;1;0;0;1;5;3;159.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2947;30;1;1;0;1;5;3;343.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2948;33;2;0;0;1;5;3;85.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2949;42;0;0;0;1;5;3;295.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2950;30;0;1;0;1;5;3;360.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2951;33;0;1;0;1;5;3;183.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;1;0;0;0
2952;39;0;0;0;1;5;3;183.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
2953;37;0;0;0;1;5;3;158.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2954;41;0;1;0;1;5;3;514.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
2955;53;0;1;0;1;5;3;382.0;10;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
2956;31;1;0;0;1;5;3;142.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
2957;47;0;0;0;1;5;3;301.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2958;46;0;0;0;1;5;3;153.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
2959;52;1;0;0;1;5;3;264.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;1;0;0;0;0
2960;28;1;0;0;1;5;3;161.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;1;0;0;0;0
2961;60;0;0;0;1;5;3;150.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2962;50;0;0;1;1;5;3;49.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
2963;31;0;0;0;1;5;3;326.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;0;1
2964;39;0;1;0;1;5;3;183.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2965;27;1;1;0;1;5;3;634.0;10;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
2966;33;0;0;0;1;5;3;339.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2967;47;2;0;0;1;5;3;125.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2968;39;0;1;0;1;5;3;232.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
2969;37;0;1;0;1;5;3;312.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2970;32;0;0;0;1;5;3;423.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2971;37;0;1;0;1;5;3;191.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
2972;31;0;1;1;1;5;3;248.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2973;32;0;0;0;1;5;3;146.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2974;59;0;1;0;1;5;3;125.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;1;0
2975;48;0;1;0;1;5;3;234.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;0;1
2976;48;0;0;0;1;5;3;17.0;18;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2977;32;0;0;0;1;5;3;546.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2978;32;1;0;0;1;5;3;554.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2979;38;0;1;0;1;5;3;162.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;0;1;0
2980;34;0;0;0;1;5;3;436.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
2981;44;0;1;0;1;5;3;302.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2982;54;2;0;0;1;5;3;349.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2983;39;0;1;1;1;5;3;174.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2984;32;1;0;0;1;5;3;180.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
2985;43;1;1;0;1;5;3;180.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
2986;30;0;1;0;1;5;3;137.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2987;26;1;0;0;1;5;3;282.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
2988;38;1;1;1;1;5;3;126.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
2989;35;0;0;0;1;5;3;554.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2990;33;0;1;0;1;5;3;21.0;11;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
2991;36;0;0;0;1;5;3;246.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2992;44;0;0;0;1;5;3;141.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
2993;35;0;1;1;1;5;3;427.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2994;42;0;1;1;1;5;3;97.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
2995;35;0;0;0;1;5;3;402.0;1;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
2996;54;0;0;0;1;5;3;252.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;1;0
2997;36;0;0;0;1;5;3;360.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
2998;26;1;0;0;1;5;3;360.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
2999;27;0;1;0;1;5;3;241.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3000;44;2;0;0;1;5;3;133.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3001;28;0;0;0;1;5;3;98.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;0;1;0;0
3002;53;2;1;0;1;5;3;574.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3003;46;0;0;0;1;5;3;274.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3004;49;0;0;0;1;5;3;154.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3005;33;0;0;0;1;5;3;122.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3006;30;1;0;0;1;5;3;166.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3007;29;1;1;1;1;5;3;167.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3008;51;0;0;1;1;5;3;91.0;7;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3009;55;0;1;0;1;5;3;133.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3010;41;1;0;0;1;5;3;594.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3011;39;2;1;0;1;5;3;86.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3012;49;0;0;0;1;5;3;166.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;1;0;0;0;0;0;0;0;1
3013;39;2;0;0;1;5;3;302.0;10;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3014;30;0;1;0;1;5;3;303.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3015;31;0;0;0;1;5;3;636.0;6;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3016;59;2;0;0;1;5;3;341.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3017;33;1;0;0;1;5;3;483.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;1;0;0;0
3018;44;0;1;0;1;5;3;234.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3019;28;0;1;1;1;5;3;211.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3020;26;1;0;0;1;5;3;211.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3021;28;0;1;1;1;5;3;482.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3022;32;1;1;0;1;5;3;238.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;1;0;0;0
3023;47;2;1;0;1;5;3;370.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3024;33;0;1;0;1;5;3;76.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3025;28;0;0;0;1;5;3;225.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3026;51;2;0;0;1;5;3;256.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3027;37;0;0;0;1;5;3;567.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3028;37;0;1;0;1;5;3;147.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3029;34;1;0;1;1;5;3;135.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3030;31;0;0;1;1;5;3;582.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3031;38;1;0;1;1;5;3;270.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3032;33;0;0;0;1;5;3;52.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;1;0;0;0;0;1;0;0;0
3033;28;0;1;0;1;5;3;260.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;0;1;0;0
3034;41;0;0;0;1;5;3;254.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3035;29;0;1;0;1;5;3;254.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;0;1
3036;38;0;0;0;1;5;3;76.0;9;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3037;46;0;1;0;1;5;3;79.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3038;36;0;0;0;1;5;3;79.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3039;59;0;0;0;1;5;3;208.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;1;0
3040;44;0;0;1;1;5;3;245.0;7;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;1;0;0;0;0;0;0;0;1
3041;34;0;0;1;1;5;3;187.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3042;36;0;0;0;1;5;3;187.0;3;0;1.1;93.994;-36.4;4.859;5191.0;1;0;0;0;0;0;1;0;0;0;1;0
3043;51;0;1;0;1;5;3;271.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3044;36;0;0;1;1;5;3;166.0;5;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3045;58;0;0;0;1;5;3;256.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
3046;39;0;0;1;1;5;3;173.0;7;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3047;42;0;0;1;1;5;3;367.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3048;46;0;0;1;1;5;3;227.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3049;46;2;1;0;1;5;3;276.0;4;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3050;41;1;0;0;1;5;3;349.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3051;36;0;0;0;1;5;3;349.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3052;60;0;0;0;1;5;3;278.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3053;43;2;0;1;1;5;3;143.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;1;0;0;0;0
3054;30;0;1;0;1;5;3;249.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3055;43;0;1;1;1;5;3;37.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3056;37;0;1;0;1;5;3;260.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3057;52;0;1;0;1;5;3;323.0;7;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3058;41;0;1;0;1;5;3;187.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3059;39;1;0;0;1;5;3;364.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3060;29;1;0;1;1;5;3;211.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3061;29;1;1;1;1;5;3;266.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3062;55;0;0;0;1;5;3;266.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3063;33;1;0;0;1;5;3;159.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3064;41;1;1;0;1;5;3;318.0;2;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3065;53;2;1;1;1;5;3;104.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;1;0;0;0;0;0;1;0
3066;43;0;1;0;1;5;3;104.0;3;0;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3067;51;2;1;0;1;5;4;95.0;4;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;0;1;0;0
3068;31;0;0;0;1;5;4;176.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3069;45;0;0;0;1;5;4;179.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3070;40;0;0;0;1;5;4;319.0;5;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;1;0;0;0;0;0;0;0;1
3071;30;0;0;1;1;5;4;114.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3072;37;0;1;0;1;5;4;170.0;5;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;1;0;0
3073;56;2;0;0;1;5;4;311.0;5;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3074;29;1;1;0;1;5;4;362.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3075;30;0;0;0;1;5;4;86.0;4;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3076;36;0;1;0;1;5;4;90.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3077;32;1;0;0;1;5;4;44.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;1;0;0;0;0
3078;41;0;0;0;1;5;4;44.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;1;0;0
3079;35;0;1;0;1;5;4;76.0;7;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3080;45;0;0;0;1;5;4;90.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3081;40;2;0;0;1;5;4;155.0;6;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;1;0;0;0
3082;34;1;1;0;1;5;4;468.0;5;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3083;45;0;1;0;1;5;4;226.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;1;0;0
3084;31;0;0;1;1;5;4;349.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3085;35;0;0;0;1;5;4;349.0;3;0;1.1;93.994;-36.4;4.86;5191.0;1;0;0;0;1;0;0;0;0;1;0;0
3086;58;0;1;0;1;5;4;148.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3087;48;0;0;0;1;5;4;517.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;1;0;0;0;0
3088;38;0;1;0;1;5;4;243.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;1;0;0;0;0;0;1;0;0
3089;39;1;0;0;1;5;4;391.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3090;38;0;1;0;1;5;4;204.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3091;49;1;0;0;1;5;4;236.0;4;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3092;60;0;0;1;1;5;4;112.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3093;37;0;0;0;1;5;4;125.0;4;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;0;0;1;0
3094;48;0;0;0;1;5;4;360.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;0;1
3095;37;2;0;0;1;5;4;312.0;6;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;1;0;0;0;0
3096;30;2;1;0;1;5;4;366.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3097;32;0;1;0;1;5;4;70.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3098;30;0;0;0;1;5;4;230.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3099;39;0;0;1;1;5;4;135.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3100;56;0;1;0;1;5;4;12.0;3;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3101;37;0;1;0;1;5;4;65.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
3102;37;2;1;0;1;5;4;420.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3103;41;0;0;0;1;5;4;259.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3104;42;2;0;0;1;5;4;192.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;1;0;0;0;0
3105;52;0;0;0;1;5;4;189.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;0;0;1
3106;42;2;0;0;1;5;4;263.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;1;0;0;0;0
3107;58;2;0;0;1;5;4;415.0;7;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;1;0;0;0;0;0;0;0;1
3108;32;0;0;0;1;5;4;415.0;1;0;1.1;93.994;-36.4;4.86;5191.0;1;0;0;0;0;1;0;1;0;0;0;0
3109;26;0;0;0;1;5;4;260.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3110;28;0;1;0;1;5;4;71.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;1;0;0;0;0
3111;31;1;0;0;1;5;4;71.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3112;31;0;1;0;1;5;4;183.0;5;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3113;27;1;0;0;1;5;4;75.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3114;37;0;1;1;1;5;4;87.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3115;32;1;0;0;1;5;4;62.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3116;33;0;1;0;1;5;4;139.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;0;1
3117;35;1;1;1;1;5;4;150.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3118;32;0;0;0;1;5;4;244.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3119;43;0;1;1;1;5;4;367.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3120;32;0;1;0;1;5;4;325.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3121;31;1;0;0;1;5;4;183.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;1;0;0;0;0
3122;51;0;0;0;1;5;4;552.0;11;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3123;38;1;1;0;1;5;4;121.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3124;40;2;1;0;1;5;4;27.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;1;0
3125;42;2;1;1;1;5;4;157.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;1;0;0;0
3126;45;0;0;0;1;5;4;203.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;1;0;0;0;0;1;0;0
3127;35;1;0;0;1;5;4;104.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3128;40;0;0;0;1;5;4;153.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;1;0;0;0
3129;44;1;1;0;1;5;4;182.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;1;0;0;0
3130;31;0;0;0;1;5;4;55.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;1;0;0;0
3131;30;0;0;0;1;5;4;644.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3132;33;0;0;0;1;5;4;305.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;1;0;0
3133;28;0;0;0;1;5;4;140.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;1;0;0;0;0
3134;36;0;1;0;1;5;4;180.0;2;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;1;0;0;0;1;0
3135;49;2;1;0;1;5;4;173.0;1;0;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;1;0;0;0;1;0;0
